TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e007476,11,여,20,6,5,1,4,2,,5,7,3,4,41,41360,42,42150,50,50130,2,2,3,4,3,4,5,5,서울특별시,경기,2인 가족 여행,2023-08-22~2023-08-22,1,10,3,1
e000394,41,여,40,6,1,2,3,11,,1,8,2,1,42,42830,48,48850,43,43130,2,2,1,6,6,4,4,7,경기도,서울,자녀 동반 여행,2023-05-20~2023-05-20,7,3,8,2
e002613,41,여,20,4,1,1,1,2,,4,,3,2,50,50110,11,11110,42,42210,2,1,2,2,4,3,2,2,서울특별시,경기,나홀로 여행,2023-06-24~2023-06-24,4,2,7,0
e007520,28,남,40,6,1,2,3,3,,6,7,3,2,50,50130,50,50110,46,46130,7,1,1,2,3,7,1,3,인천광역시,서울,2인 가족 여행,2023-08-15~2023-08-15,3,7,1,1
e001555,48,여,20,6,1,1,4,4,,4,8,2,2,46,46150,48,48310,11,11440,2,2,2,5,6,2,2,5,경상남도,서울,2인 여행(가족 외),2023-05-31~2023-06-02,1,3,5,1
e006013,41,남,40,6,1,2,3,2,,7,8,3,4,42,42210,26,26350,45,45110,6,2,2,5,1,7,1,6,경기도,경기,자녀 동반 여행,2023-07-31~2023-08-02,3,2,1,2
e007665,27,남,30,7,1,1,2,2,,10,11,2,2,30,30200,48,48840,11,11440,6,3,2,2,3,5,2,6,대구광역시,서울,나홀로 여행,2023-08-29~2023-08-29,7,10,1,0
e007588,41,여,30,6,1,1,3,3,,4,5,3,3,50,50130,43,43800,48,48850,1,5,5,3,1,4,6,4,경기도,경기,나홀로 여행,2023-08-19~2023-08-19,1,2,5,0
e003142,41,남,40,6,1,2,4,2,,5,6,2,1,42,42150,46,46130,41,41820,5,5,5,4,5,5,4,5,경기도,경기,나홀로 여행,2023-06-19~2023-06-19,2,5,1,0
e003662,36,여,20,6,1,1,1,3,,4,,2,1,50,50130,42,42150,26,26350,5,3,2,2,4,4,3,5,세종특별자치시,서울,2인 여행(가족 외),2023-07-01~2023-07-01,3,1,2,1
e002485,11,여,30,6,5,2,4,11,,1,8,2,2,42,42820,42,42150,44,44825,1,1,6,4,6,3,7,7,서울특별시,인천,자녀 동반 여행,2023-06-09~2023-06-10,1,3,10,3
e007608,41,여,30,6,1,1,4,2,,5,12,3,5,42,42150,50,50110,26,26350,5,3,5,2,4,5,2,6,경기도,인천,2인 가족 여행,2023-09-05~2023-09-05,1,3,2,1
e008775,28,남,20,7,2,1,4,2,,1,3,2,1,11,11110,26,26350,26,26230,6,2,6,3,2,4,3,4,인천광역시,서울,나홀로 여행,2023-08-22~2023-08-22,2,1,4,0
